Area,Loop,Loop Total Length,Loop Notes,Track No.,Track,Track Artist,Album,Loop Track Length,Track Notes,Album Track Number,Album Disc Number,Album Label,Dates,Holiday/Special Event
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,2,Diggin' the New Digs,Michael Giacchino,Incredibles 2 OST,00:01:22.387,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,3,Gnarly Chop,Thomas Newman,Finding Dory OST,00:01:30.806,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,4,Turtle Lope,Thomas Newman,Finding Nemo OST,00:00:45.899,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,5,Wall-E,Thomas Newman,WALL-E OST,00:01:21.328,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,6,Up with End Credits,Michael Giacchino,Up OST,00:01:29.110,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,7,Plaza de la Cruz,Michael Giacchino,Coco OST,00:00:19.104,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,8,Fiesta Espectacular,Michael Giacchino,Coco OST,00:00:54.358,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,9,The Joy of Credits,Michael Giacchino,Inside Out OST,00:02:38.075,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,10,The Cleaner,Randy Newman,Toy Story 2 OST,00:01:46.184,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,11,The Scare Floor,Randy Newman,"Monsters, Inc. OST",00:02:36.690,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,12,Colette Shows Him Le Ropes,Michael Giacchino,Ratatouille OST,00:02:38.939,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,13,The Glory Days,Michael Giacchino,The Incredibles OST,00:01:29.868,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,14,It's Finn McMissile!,Michael Giacchino,Cars 2 OST,00:01:23.481,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,15,McQueen and Sally,Rand Newman,Cars OST,00:01:22.368,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,16,Across the Ocean,Thomas Newman,Elemental OST,00:03:34.243,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,17,Home on the Space Range,Michael Giacchino,Lightyear OST,00:02:34.267,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,18,Meilin Lee,Ludwig Göransson,Turning Red OST,00:00:53.082,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,19,Let Your Inner Panda Out,Ludwig Göransson,Turning Red OST,00:01:16.698,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,20,"Andy's Birthday (From ""Toy Story""/Score)",Randy Newman,Toy Story OST,00:00:14.686,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,21,End Creditouilles,Michael Giacchino,Ratatouille OST,00:02:24.029,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,22,Field Trip,Thomas Newman,Finding Nemo OST,00:00:42.115,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,23,First Day of School,Michael Giacchino,Inside Out OST,00:00:54.308,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,24,Opening Race,Randy Newman,Cars OST,00:00:19.121,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,25,Woody's a Star,Randy Newman,Toy Story 2 OST,00:00:41.377,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,26,The World Was Full of Wonder,Jeff Danna and Mychael Danna,Onward OST,00:01:01.331,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,27,"Monsters, Inc.",Randy Newman,"Monsters, Inc. OST",00:02:02.971,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,28,Elastigirl Is Back,Michael Giacchino,Incredibles 2 OST,00:00:57.146,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,29,"A Bug's Life Suite (From ""A Bug's Life""/Score)",Randy Newman,A Bug's Life OST,00:01:23.155,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,30,Up with Titles,Michael Giacchino,Up OST,00:00:51.353,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,31,Migration Song,Thomas Newman,Finding Dory OST,00:00:33.114,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,32,Define Dancing,Thomas Newman,WALL-E OST,00:02:17.987,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,33,Ride Like the Wind,Randy Newman,Toy Story 2 OST,00:00:24.126,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,34,Jessie and the Round Up Gang,Randy Newman,Toy Story 2 OST,00:00:47.080,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,35,Jump to Earth,Trent Reznor,Soul OST,00:00:41.777,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,36,Collard Greens and Cornbread Strut,Jon Batiste,Soul OST,00:00:35.531,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,37,Spiritual Connection,Jon Batiste,Soul OST,00:01:08.447,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,38,Fiesta con de la Cruz,Michael Giacchino,Coco OST,00:02:31.398,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,39,Fish Who Wander,Thomas Newman,Finding Dory OST,00:01:17.445,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,40,You've Got a Friend in Me (Instrumental Version),"Tom Scott (saxophone), Randy Newman",Toy Story 2 OST,00:02:53.135,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,41,The Axiom,Thomas Newman,WALL-E OST,00:01:21.836,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,42,Make Connection,Thomas Newman,Elemental OST,00:01:28.570,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,43,72 Degrees and Sunny,Thomas Newman,WALL-E OST,00:02:16.348,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,44,The Incredits,Michael Giacchino,The Incredibles OST,00:04:37.508,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,45,"Take Me, Gravity",Dan Romer,Luca OST,00:01:15.314,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,46,How to Find the Good Ones,Dan Romer,Luca OST,00:01:46.743,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,47,Merida's Home,Patrick Doyle,Brave OST,00:01:25.361,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,48,"Andy's Birthday (From ""Toy Story""/Score)",Randy Newman,Toy Story OST,00:00:14.195,,,,,,
Esplanade-Main Gates,Esplanade Pixar Fest v.2,,,49,"The Flik Machine (From ""A Bug's Life""/Score)",Randy Newman,A Bug's Life,00:02:47.775,,,,,,
Downtown Disney District,Celebrate Soulfully,01:30:46.809,"This loop played in the Downtown Disney District as part of Celebrate Soulfully, a Black history month celebration. Tracklist compiled by pixelated based on his 2022 reference recording.",1,Swing That Music!,Louis Armstrong,,00:02:27.093175,"Preceded by ~2.61 sec. silent gap ",,,,,
Downtown Disney District,Celebrate Soulfully,,,2,It Don't Mean a Thing,Ella Fitzgerald,,00:04:10.840907,,,,,,
Downtown Disney District,Celebrate Soulfully,,,3,Bessie's Blues,John Coltrane,Crescent,00:03:29.208503,,,,,,
Downtown Disney District,Celebrate Soulfully,,,4,Walk to Jerusalem,Mahalia Jackson,,00:02:36.033492,,,,,,
Downtown Disney District,Celebrate Soulfully,,,5,Oh Happy Day,The Edwin Hawkins Singers,Let Us Go into the House of the Lord,00:01:52.160000,,,,,,
Downtown Disney District,Celebrate Soulfully,,,6,Dance with Me,B.B. King,,00:03:07.940408,,,,,,
Downtown Disney District,Celebrate Soulfully,,,7,Hit the Road Jack,Ray Charles,Hit the Road Jack (single),00:01:50.627211,,,,,,
Downtown Disney District,Celebrate Soulfully,,,8,Tutti Frutti,Little Richard,,00:02:22.371655,,,,,,
Downtown Disney District,Celebrate Soulfully,,,9,Rock and Roll Music,Chuck Berry,,00:02:29.873447,,,,,,
Downtown Disney District,Celebrate Soulfully,,,10,Twistin' the Night Away,Sam Cooke,,00:02:33.013878,,,,,,
Downtown Disney District,Celebrate Soulfully,,,11,I Was Made to Love Her,Stevie Wonder,I Was Made to Love Her,00:02:30.694150,,,,,,
Downtown Disney District,Celebrate Soulfully,,,12,Respect,Aretha Franklin,I Never Loved a Man the Way I Love You,00:02:21.422018,,,,,,
Downtown Disney District,Celebrate Soulfully,,,13,I Got You (I Feel Good),James Brown,Out of Sight,00:02:44.600340,,,,,,
Downtown Disney District,Celebrate Soulfully,,,14,Ain't Too Proud to Beg,The Temptations,Gettin' Ready,00:02:27.781565,,,,,,
Downtown Disney District,Celebrate Soulfully,,,15,I Want You Back,The Jackson 5,Diana Ross Presents The Jackson 5,00:02:47.974694,,,,,,
Downtown Disney District,Celebrate Soulfully,,,16,Dance to the Music,Sly and the Family Stone,Dance to the Music,00:02:45.348503,,,,,,
Downtown Disney District,Celebrate Soulfully,,,17,Spanish Castle Magic,Jimi Hendrix,Axis: Bold as Love,00:02:58.053628,,,,,,
Downtown Disney District,Celebrate Soulfully,,,18,It's Your Thing,The Isley Brothers,It's Our Thing,00:02:39.689002,,,,,,
Downtown Disney District,Celebrate Soulfully,,,19,Move On Up,Curtis Mayfield,Curtis,00:02:37.078844,,,,,,
Downtown Disney District,Celebrate Soulfully,,,20,Hey Pocky A-Way,The Meters,Rejuvenation,00:03:57.526712,,,,,,
Downtown Disney District,Celebrate Soulfully,,,21,Master Blaster,Stevie Wonder,Hotter than July,00:04:34.901406,,,,,,
Downtown Disney District,Celebrate Soulfully,,,22,One Nation Under a Groove,Funkadelic,One Nation Under a Groove,00:02:44.904286,,,,,,
Downtown Disney District,Celebrate Soulfully,,,23,September,"Earth, Wind & Fire","The Best of Earth, Wind & Fire, Vol. 1",00:03:29.272426,,,,,,
Downtown Disney District,Celebrate Soulfully,,,24,When Doves Cry,Prince,Purple Rain,00:03:33.259388,,,,,,
Downtown Disney District,Celebrate Soulfully,,,25,Golden,Jill Scott,Beautifully Human: Words and Sounds Vol. 2,00:03:40.791746,,,,,,
Downtown Disney District,Celebrate Soulfully,,,26,Now or Never,Kendrick Lamar feat. Mary J. Blige,"good kid, m.A.A.d city",00:04:03.893107,,,,,,
Downtown Disney District,Celebrate Soulfully,,,27,Keep Reachin',"Mark Ronson, Quincy Jones feat. Chaka Khan",QUINCY: A Life Beyond Measure (Music From The Netflix Original Documentary),00:04:47.289592,,,,,,
Downtown Disney District,Celebrate Soulfully,,,28,Mood 4 Eva,Beyoncé feat. Oumou Sangaré,The Lion King: The Gift,00:04:28.134603,,,,,,
Downtown Disney District,Celebrate Soulfully,,,29,Out of My Hands,Robert Glasper feat. Jennifer Hudson,Black Radio III,00:04:32.422698,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,01:00:49.205,This is a preliminary track list for the loop that played in Downtown Disney District during Hispanic and Latin American Heritage Month in 2023. Tracklist compiled by pixelated based on his 2023 reference recording.,1,La Tortura,Shakira,"Fijación Oral, Vol. 1 (partial)",00:03:26.347143,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,2,Oye Como Va,Santana,Abraxas,00:04:14.315170,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,3,Si Una Vez,Selena,Amor Prohibido,00:02:42.724399,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,4,un x100to,Bad Bunny and Grupo Frontera,El Comienzo,00:03:07.307007,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,5,Mi Gente,A.B. Quintanilla III,4,00:04:07.844059,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,6,Bésame Mucho,Jorge Blanco,Coco,00:02:47.628390,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,7,"Colombia, Mi Encanto",Carlos Vives,Encanto OST,00:02:46.220317,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,8,Reggaeton,J Balvin,Carnevale,00:02:37.139569,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,9,Que Nadie Sepa Mi Sufrir,Los Lobos,La Pistola y El Corazón,00:02:26.727982,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,10,Nunca Contigo,Lalo Rodríguez,Evolucion,00:03:45.353719,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,11,El Mariachi Loco,Mariachi de la Ciudad de Mexico,Sabes una Cosa... Gracias Mamá,00:02:50.015238,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,12,El Baile Madrigal,Germaine Franco,Encanto OST,00:02:36.638390,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,13,Cancion del Mariachi,Antonio Banderas and Los Lobos,Desperado: The Soundtrack,00:02:01.825193,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,14,Mi Gente,Marc Anthony,El Cantante,00:03:49.684853,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,15,"The Three Caballeros (From ""Grand Fiesta Tour"")",Gonzalez Esperon and Ray Gilbert,WDW OA,00:00:40.758549,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,16,Remember Me (Ernesto de la Cruz),Benjamin Bratt,Coco OST,00:01:42.408231,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,17,Despacito,Luis Fonsi,Despacito & Mis Grandes Éxitos,00:03:43.278617,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,18,Los Laureles (The Laurels),Linda Ronstadt,Canciones de Mi Padre,00:02:23.693878,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,19,La Bamba (Single Version),Ritchie Valens,Presenting Ritchie Valens,00:02:01.702358,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,20,Quiero Bailar,Ivy Queen,Diva,00:03:02.846871,,,,,,
Downtown Disney District,DTDD Hispanic and Latin American Heritage Month,,,21,Bajo El Mar,Alejandro Sanz,Tardes de Galletas y Chocolates,00:03:54.745918,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,02:01:54.853,"This jazzy loop plays outside of the Discovery Tower of the Disneyland Hotel during the daytime hours, prior to 7 PM. It plays at the Palette Pool, Palm Breeze Bar and Steamboat Willie Splash Pad. The Discovery Tower opened on September 28, 2023. Preliminary tracklist compiled by pixelated based on his 2024 reference recording.",1,High Maintenance,Gordon Goodwin's Big Phat Band,XXL,?,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,2,Who's Afraid of the Big Bad Wolf,The Circle Session Players,The Circle Sessions: The Music of Carthay Circle - Vol. 2,00:02:27.422,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,3,Spiritual Connection,Jon Batiste,Soul OST,00:01:09.497,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,4,Remy's Rat Pack,Michael Giacchino,Music from Remy's Ratatouille Adventure,00:04:04.008,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,5,True Love's Kiss,The Circle Session Players,The Circle Sessions: The Music of Carthay Circle - Vol. 2,00:02:13.655,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,6,Sing Sang Sung,Gordon Goodwin's Big Phat Band,Swingin' for the Fences,00:05:33.582,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,7,Hay Burner,Count Basie,Basie Straight Ahead,00:04:13.933,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,8,Collard Greens and Cornbread Strut,Jon Batiste,Soul OST,00:00:35.304,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,9,"Monsters, Inc.",Randy Newman,"Monsters, Inc. OST",00:02:04.945,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,10,Ain't That Right,Count Basie,On My Way and Shoutin' Again,00:02:48.101,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,11,Someday My Prince Will Come,The Jazz Networks,Beauty and the Beast,00:05:23.477,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,12,Swingin' for the Fences,Gordon Goodwin's Big Phat Band,Swingin' for the Fences,00:05:06.008,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,13,When I See an Elephant Fly,London Swing Orchestra,Let's Dance the Jive,00:02:41.595,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,14,Don't Blink,Gordon Goodwin's Big Phat Band,The Gordian Knot,00:06:12.475,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,15,A Spoonful of Sugar,Duke Ellington,Plays With The Original Motion Picture Score Mary Poppins,00:03:08.347,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,16,RataTango,Michael Giacchino,Music from Remy's Ratatouille Adventure,00:05:04.839,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,17,High Clouds and a Good Chance of Wayne,Wayne Bergeron,Plays Well With Others,00:05:56.741,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,18,Kiss the Girl,Roy Hargrove,Disney Jazz Vol. II: Everybody Wants to Be a Cat,00:04:06.617,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,19,One Mint Julep,Ray Charles,Genius + Soul = Jazz,00:01:29.971,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,20,Alice in Wonderland,Manhattan Jazz Quintet,Manhattan Jazz Orchestra Plays Disney,00:06:44.702,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,21,Diggin' the New Digs,Michael Giacchino,Incredibles 2 OST,00:01:40.801,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,22,Peps,Ken Peplowski,In Search Of,00:05:26.790,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,23,You've Got A Friend In Me (Wheezy's version),Robert Goulet,Toy Story 2 OST,00:02:53.961,no vocals - may be Cast and Crew album,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,24,Space Maker,Jon Batiste,Soul OST,00:01:13.484,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,25,I Just Can't Wait to Be King,"Sandnes Storband, Elisabeth R. Fjermestad",Live from Sandnes Brygge,00:03:41.667,,,,,,
Disneyland Hotel,Discovery Tower daytime exterior,,,26,Count Bubba,Gordon Goodwin's Big Phat Band,Swingin' for the Fences,00:07:30.055,,,,,,
